web-scraper-order,web-scraper-start-url,articlelinks,articlelinks-href,superficie,prix,addresse,image_lien,image_lien-href
"1707660578-756","https://sn.coinafrique.com/categorie/terrains?page=42","Terrains 300 m2 - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-diamniadio-3854659","300","8 500 000 CFA","Diamniadio, Sénégal","",""
"1707660594-757","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150 m² - Niaga","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-niaga-3814639","150","Prix sur demande","Niaga, Sénégal","",""
"1707660597-758","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 25m² - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-25m-touba-3854818","","300 000 CFA","Touba, Sénégal","",""
"1707660601-759","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 15ha   - Niaga","https://sn.coinafrique.com/annonce/terrains/terrains-15ha-niaga-3854864","15","15 000 CFA","Niaga, Sénégal","",""
"1707660604-760","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 202m²  - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-202m-dakar-3854990","202","3 500 000 CFA","Dakar, Sénégal","",""
"1707660610-761","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain - Niague","https://sn.coinafrique.com/annonce/terrains/terrain-niague-3815023","150 m2","6 000 000 CFA","Keur Massar, Sénégal","",""
"1707660614-762","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain - Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-ndiakhirate-3855382","200 m2","15 000 000 CFA","Damel, Dakar, Sénégal","",""
"1707660617-763","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 4ha - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-4ha-bambilor-3855568","40000 m2","10 000 CFA","Grand Dakar, Dakar, Sénégal","",""
"1707660620-764","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain  04 ha - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-04-ha-bambilor-3855622","40000 m2","13 000 CFA","Djida Thiaroye Kaw, Sénégal","",""
"1707660624-765","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150 m2 - Sénégal","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-senegal-3855678","150 m2","10 000 000 CFA","Rufisque, Sénégal","",""
"1707660627-766","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 7 ha - Tivaouane Peulh","https://sn.coinafrique.com/annonce/terrains/terrains-7-ha-tivaouane-peulh-3855732","70000","15 000 CFA","Rufisque, Sénégal","",""
"1707660630-767","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 300m² avec TF à Liberté 4","https://sn.coinafrique.com/annonce/terrains/terrain-300m-avec-tf-a-liberte-4-3816128","300","165 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707660634-768","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 340 m² angle avec TF à Biagui Yoff","https://sn.coinafrique.com/annonce/terrains/terrain-340m-angle-avec-tf-a-biagui-yoff-3816162","340","200 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707660637-769","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 232 m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-232-m2-almadies-3856345","232 m2","105 000 000 CFA","Dakar Plateau, Dakar, Sénégal","",""
"1707660641-770","https://sn.coinafrique.com/categorie/terrains?page=41","Vente villa à démolir 170 m² - HLM 2","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-170-m-hlm-2-3856462","170 m2","68 000 000 CFA","HLM, Dakar, Sénégal","",""
"1707660644-771","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 150 m2 - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-kounoune-3812795","150","10 000 000 CFA","Keur Massar, Sénégal","",""
"1707660648-772","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 150 m2 - Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-ndiakhirate-3812802","150","10 000 000 CFA","Keur Massar, Sénégal","",""
"1707660653-773","https://sn.coinafrique.com/categorie/terrains?page=41","Vente villa démolir 400m² - Yoff Layéne","https://sn.coinafrique.com/annonce/terrains/vente-villa-demolir-400m-yoff-layene-3857841","400 m2","68 000 000 CFA","Dakar, Sénégal","",""
"1707660656-774","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 250 m² -  Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-250-m-rufisque-3858732","250 m2","22 000 000 CFA","Rufisque, Sénégal","",""
"1707660659-775","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains - Leubougui face Almadie 2  Sedima","https://sn.coinafrique.com/annonce/terrains/terrains-leubougui-face-almadie-2-sedima-3859308","150 m2","20 000 000 CFA","Keur Massar, Sénégal","",""
"1707660662-776","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 2 ha - Tivaouane Peulh","https://sn.coinafrique.com/annonce/terrains/terrain-2-ha-tivaouane-peulh-3860269","25000 m2","35 000 CFA","Rufisque, Sénégal","",""
"1707660665-777","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 150 m² - Cité niakh","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-cite-niakh-3860598","150 m2","15 000 000 CFA","Saint Louis, Sénégal","",""
"1707660667-778","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 200 m² - Cité Magistrats Ker Yoff","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-cite-magistrats-ker-yoff-3819000","200","95 000 000 CFA","Damel, Dakar, Sénégal","",""
"1707660672-779","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 150 m² -  Ouest  foire","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-ouest-foire-3860775","150 m2","9 000 000 CFA","Dakar, Sénégal","",""
"1707660676-780","https://sn.coinafrique.com/categorie/terrains?page=41","Vente maison inachevé - Mboro","https://sn.coinafrique.com/annonce/terrains/vente-maison-inacheve-mboro-3861205","400","Prix sur demande","Mboro, Sénégal","",""
"1707660679-781","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 17 ha - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-17-ha-bambilor-3861443","170000 m2","15 000 CFA","Almadies 2, Dakar, Sénégal","",""
"1707660683-782","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 300m² - Lebougui","https://sn.coinafrique.com/annonce/terrains/terrain-300m-lebougui-3861460","300 m2","50 000 000 CFA","Almadies 2, Dakar, Sénégal","",""
"1707660687-783","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 200 m² TF  - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-tf-almadies-3819921","200","125 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707660691-784","https://sn.coinafrique.com/categorie/terrains?page=41","Vente villa démolir 440m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/vente-villa-demolir-440m-rufisque-3862407","440 m2","65 000 000 CFA","Dakar, Sénégal","",""
"1707660695-785","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 150m²  - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-3862493","150","2 000 000 CFA","Diamniadio, Sénégal","",""
"1707660699-786","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain - Dakar-Plateau","https://sn.coinafrique.com/annonce/terrains/terrain-dakar-plateau-3824214","1088 m2","1 360 000 000 CFA","Dakar, Sénégal","",""
"1707660703-787","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 371m² - Patte d'oie","https://sn.coinafrique.com/annonce/terrains/terrains-371m-patte-doie-3862714","371","165 000 000 CFA","Patte d'oie, Dakar, Sénégal","",""
"1707660707-788","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains - route Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-route-lac-rose-3821174","200 m2","6 000 000 CFA","Keur Massar, Sénégal","",""
"1707660711-789","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150m² - Patte d'oie","https://sn.coinafrique.com/annonce/terrains/terrain-150m-patte-doie-3862907","150 m2","35 000 000 CFA","Patte d'oie, Dakar, Sénégal","",""
"1707660714-790","https://sn.coinafrique.com/categorie/terrains?page=41","Vente maison à démolir - HLM Grand Medine","https://sn.coinafrique.com/annonce/terrains/vente-maison-a-demolir-hlm-grand-medine-3863818","","70 000 000 CFA","Dakar, Sénégal","",""
"1707660718-791","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 250 m²  - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-250-m-mbao-3864202","250","Prix sur demande","Mbao, Dakar, Sénégal","",""
"1707660722-792","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 750 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-750-m-almadies-3823473","750","800 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707660725-793","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 200 m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-mbao-3823536","200","35 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707660729-794","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150 m² - Dakar","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-dakar-3823542","150","38 000 000 CFA","Dakar, Sénégal","",""
"1707660732-795","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 170 m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-170-m-mbao-3823550","170","28 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707660736-796","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 206 m²- Dakar","https://sn.coinafrique.com/annonce/terrains/terrain-206-m-dakar-3823545","206","45 000 000 CFA","Dakar, Sénégal","",""
"1707660740-797","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150m² à Noflaye","https://sn.coinafrique.com/annonce/terrains/terrain-150m-a-noflaye-3820262","","5 000 000 CFA","Rufisque, Sénégal","",""
"1707660744-798","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 200m² à Diass","https://sn.coinafrique.com/annonce/terrains/terrain-200m-a-diass-3820264","200","4 000 000 CFA","Dakar, Sénégal","",""
"1707660751-799","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain - Malika VDN3","https://sn.coinafrique.com/annonce/terrains/terrain-malika-vdn3-3854675","","25 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707660754-800","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 600m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrains-600m-sindia-3866408","600","26 000 000 CFA","Mbour, Sénégal","",""
"1707660758-801","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 1132m² TF à Fann résidence","https://sn.coinafrique.com/annonce/terrains/terrain-1132m-tf-a-fann-residence-3824718","1132","1 471 600 000 CFA","Fann, Dakar, Sénégal","",""
"1707660761-802","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 283m² TF  aux Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-283m-tf-aux-almadies-3824793","283","283 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707660763-803","https://sn.coinafrique.com/categorie/terrains?page=41","Vente maison 300m² angle à démolir -  Liberté 6 extension","https://sn.coinafrique.com/annonce/terrains/vente-maison-300m-angle-a-demolir-liberte-6-extension-3824967","300","220 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707660768-804","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 500 m² à Saly","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-a-saly-3847863","500 m2","60 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707660772-805","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 608 m2  - Ngor","https://sn.coinafrique.com/annonce/terrains/terrains-608-m2-ngor-3822666","","1 200 CFA","Ngor, Dakar, Sénégal","",""
"1707660777-806","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 608 m2  - Ngor","https://sn.coinafrique.com/annonce/terrains/terrains-608-m2-ngor-3822674","","1 200 000 CFA","Ngor, Dakar, Sénégal","",""
"1707660781-807","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain à Ndayane - futur port maritime","https://sn.coinafrique.com/annonce/terrains/terrain-a-ndayane-futur-port-maritime-3825950","5000 m2","45 000 CFA","Toubab Dialao, Sénégal","",""
"1707660785-808","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150 m² - Maristes","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-maristes-3867881","","85 000 000 CFA","Mariste, Dakar, Sénégal","",""
"1707660789-809","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150 m² à Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-a-ndiakhirate-3868845","150","12 500 000 CFA","Mbao, Dakar, Sénégal","",""
"1707660793-810","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain à Gorom","https://sn.coinafrique.com/annonce/terrains/terrain-a-gorom-3869137","150 m2","2 500 000 CFA","Keur Massar, Sénégal","",""
"1707660798-811","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 300 m² - Sicap Liberté","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sicap-liberte-3869149","300","100 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707660802-812","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 300 m2 - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-mbao-3869195","300","50 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707660805-813","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150000 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-150000-m-mbour-3869327","150000","120 000 000 CFA","Mbour, Sénégal","",""
"1707660808-814","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 220 m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-220-m-mbao-3869349","220","20 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707660812-815","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 600 m² - Ngaparou","https://sn.coinafrique.com/annonce/terrains/terrain-600-m-ngaparou-3845184","600 m2","50 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707660817-816","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150 m² - Apix VDN 3","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-apix-vdn-3-3845200","150 m2","38 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707660820-817","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 300m² - Maristes","https://sn.coinafrique.com/annonce/terrains/terrain-300m-maristes-3869869","300 m2","75 000 000 CFA","Grand Yoff, Dakar, Sénégal","",""
"1707660824-818","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain TF global  à Keur Ndiaye Lo","https://sn.coinafrique.com/annonce/terrains/terrain-tf-global-a-keur-ndiaye-lo-3870109","150 m2","10 000 000 CFA","Dakar, Sénégal","",""
"1707660827-819","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 150 m² - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-diamniadio-3870121","150","6 500 000 CFA","Diamniadio, Sénégal","",""
"1707660831-820","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 250m² avec TF - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-250m-avec-tf-almadies-3828212","250","145 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707660835-821","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain à Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-a-thies-3870655","10000 m2","400 000 CFA","Thies, Sénégal","",""
"1707660839-822","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 640 m² à Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-640-m-a-diamniadio-3870742","640 m2","80 000 000 CFA","Diamniadio, Sénégal","",""
"1707660843-823","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain à Kounoune","https://sn.coinafrique.com/annonce/terrains/terrain-a-kounoune-3870989","150 m2","15 000 000 CFA","Diamniadio, Sénégal","",""
"1707660846-824","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 150m²  - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-150m-lac-rose-3871441","150","3 000 000 CFA","Lac rose, Sénégal","",""
"1707660849-825","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 520 m² - Mermoz-Sacré-Cœur","https://sn.coinafrique.com/annonce/terrains/terrain-520-m-mermoz-sacre-cur-3826954","520","1 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707660852-826","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150m2 - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrain-150m2-lac-rose-3872633","150 m2","8 500 CFA","Guediawaye, Dakar, Sénégal","",""
"1707660856-827","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain - Thiaoune Bambara","https://sn.coinafrique.com/annonce/terrains/terrain-thiaoune-bambara-3873341","300 m2","600 000 CFA","Thies, Sénégal","",""
"1707660861-828","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-3834666","150 m2","6 500 000 CFA","Pikine, Sénégal","",""
"1707660869-829","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150 m² - Malika","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-malika-3873676","150","15 000 000 CFA","Keur Massar, Sénégal","",""
"1707660874-830","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain  360m² - Khinine","https://sn.coinafrique.com/annonce/terrains/terrain-360m-khinine-3873956","360 m2","1 600 000 CFA","Thies, Sénégal","",""
"1707660878-831","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 386m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-386m2-almadies-3831689","386","200 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707660881-832","https://sn.coinafrique.com/categorie/terrains?page=41","Vente maison  332m² TF à démolir à Baobab","https://sn.coinafrique.com/annonce/terrains/vente-maison-332m-tf-a-demolir-a-baobab-3831733","332","200 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707660885-833","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150 m² - Sicap keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-sicap-keur-massar-3874302","150 m2","8 500 000 CFA","Dakar, Sénégal","",""
"1707660888-834","https://sn.coinafrique.com/categorie/terrains?page=41","Terrains 225 m2 - Thiés","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3874483","225","250 000 CFA","Thies, Sénégal","",""
"1707660891-835","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 900 m² à Saly","https://sn.coinafrique.com/annonce/terrains/terrain-900-m-a-saly-3874680","900 m2","135 000 000 CFA","Parcelle Assainies, Dakar, Sénégal","",""
"1707660895-836","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 175 m² - Hangar Pelerin","https://sn.coinafrique.com/annonce/terrains/terrain-175-m-hangar-pelerin-3832730","175 m2","80 000 000 CFA","Dakar, Sénégal","",""
"1707660898-837","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 163 m² - Cité Mourtada VDN","https://sn.coinafrique.com/annonce/terrains/terrain-163-m-cite-mourtada-vdn-3832739","","75 000 000 CFA","Dakar, Sénégal","",""
"1707660901-838","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 170 m² - Hangar Pelerin","https://sn.coinafrique.com/annonce/terrains/terrain-170-m-hangar-pelerin-3832734","170 m2","90 000 000 CFA","Dakar, Sénégal","",""
"1707660905-839","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 500 m² - Hangar Pelerin","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-hangar-pelerin-3832750","","200 000 000 CFA","Dakar, Sénégal","",""
"1707660909-840","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 250 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-250-m-almadies-3832759","250 m2","135 000 000 CFA","Dakar, Sénégal","",""
"1707660926-841","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 150 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-mbour-3841590","150","1 300 000 CFA","Mbour, Sénégal","",""
"1707660929-842","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3841603","300","3 500 000 CFA","Mbour, Sénégal","",""
"1707660933-843","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3841631","300","12 000 000 CFA","Mbour, Sénégal","",""
"1707660936-844","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3832848","300","2 500 000 CFA","Mbour, Sénégal","",""
"1707660939-845","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain commercial 2000 m2  - Dakar Yoff","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-2000-m2-dakar-yoff-3871272","2000 m2","1 500 000 000 CFA","Dakar, Sénégal","",""
"1707660945-846","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 300m²  - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-300m-thies-3875431","300","1 000 000 CFA","Thies, Sénégal","",""
"1707660948-847","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain - Somone","https://sn.coinafrique.com/annonce/terrains/terrain-somone-3875433","300 m2","16 000 000 CFA","Mbour, Sénégal","",""
"1707660952-848","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 11,18 ha  vers Notto","https://sn.coinafrique.com/annonce/terrains/terrain-11-18-ha-vers-notto-3855670","11186 m2","290 000 000 CFA","Dakar, Sénégal","",""
"1707660958-849","https://sn.coinafrique.com/categorie/terrains?page=40","Vente maison à démolir 400 m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/vente-maison-a-demolir-400-m2-rufisque-3875802","400 m2","45 000 000 CFA","Dakar, Sénégal","",""
"1707660960-850","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 225 m2 - Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-thies-3875827","225","525 000 CFA","Thies, Sénégal","",""
"1707660964-851","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 400 m² - Hangar Pèlerins","https://sn.coinafrique.com/annonce/terrains/terrain-400-m-hangar-pelerins-3847811","400 m2","160 000 000 CFA","Dakar, Sénégal","",""
"1707660967-852","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 608 m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-608-m2-almadies-3876434","608","800 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707660971-853","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 700 m² avec TF - Virage","https://sn.coinafrique.com/annonce/terrains/terrain-700-m-avec-tf-virage-3857263","","350 000 000 CFA","Dakar, Sénégal","",""
"1707660976-854","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² avec TF - Virage","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-avec-tf-virage-3857266","","150 000 000 CFA","Dakar, Sénégal","",""
"1707660980-855","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 181 m² à Almadies BOA","https://sn.coinafrique.com/annonce/terrains/terrain-181-m-a-almadies-boa-3848182","181 m2","70 000 000 CFA","Dakar, Sénégal","",""
"1707660984-856","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 178 m² à Almadies BOA","https://sn.coinafrique.com/annonce/terrains/terrain-178-m-a-almadies-boa-3848184","178 m2","75 000 000 CFA","Dakar, Sénégal","",""
"1707660988-857","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 180 m² à Almadies BOA","https://sn.coinafrique.com/annonce/terrains/terrain-180-m-a-almadies-boa-3848178","180 m2","75 000 000 CFA","Dakar, Sénégal","",""
"1707660992-858","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 150 m² avec TF commercial - route aéroport Léopold ...","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-avec-tf-commercial-route-aeroport-leopold-sedar-senghor-lss-3834520","150 m2","80 000 000 CFA","Dakar, Sénégal","",""
"1707660996-859","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 156 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-156-m-almadies-3848242","156 m2","65 000 000 CFA","Dakar, Sénégal","",""
"1707661000-860","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain TF 300 m² - Almadies BOA","https://sn.coinafrique.com/annonce/terrains/terrain-tf-300-m-almadies-boa-3839081","300 m2","150 000 000 CFA","Dakar, Sénégal","",""
"1707661004-861","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3851809","300","2 500 000 CFA","Mbour, Sénégal","",""
"1707661007-862","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain TF 300 m² - cité Keur Gorgui","https://sn.coinafrique.com/annonce/terrains/terrain-tf-300-m-cite-keur-gorgui-3834776","300 m2","300 000 000 CFA","Dakar, Sénégal","",""
"1707661011-863","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 2000 m² à Saly center","https://sn.coinafrique.com/annonce/terrains/terrain-2000-m-a-saly-center-3835575","2000","170 000 000 CFA","Saly, Sénégal","",""
"1707661015-864","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 225 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-sindia-3835660","225","3 500 000 CFA","Mbour, Sénégal","",""
"1707661019-865","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3835677","300","5 000 000 CFA","Mbour, Sénégal","",""
"1707661025-866","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3849110","300","2 800 000 CFA","Mbour, Sénégal","",""
"1707661028-867","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-almadies-3877742","","Prix sur demande","Almadies, Dakar, Sénégal","",""
"1707661032-868","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain commercial 700 m² avec TF - Virage","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-700-m-avec-tf-virage-3859149","700 m2","770 000 000 CFA","Dakar, Sénégal","",""
"1707661036-869","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain TF 200 m² - Foire VDN","https://sn.coinafrique.com/annonce/terrains/terrain-tf-200-m-foire-vdn-3849249","200 m2","135 000 000 CFA","Dakar, Sénégal","",""
"1707661041-870","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3853314","300","6 000 000 CFA","Mbour, Sénégal","",""
"1707661045-871","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 600 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-600-m-sindia-3853343","600","8 500 000 CFA","Mbour, Sénégal","",""
