web-scraper-order,web-scraper-start-url,articlelinks,articlelinks-href,superficie,prix,addresse,image_lien,image_lien-href
"1707658185-117","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-3714782","200","Prix sur demande","Keur Massar, Sénégal","",""
"1707658190-118","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 500 m2 - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-500-m2-touba-3715505","500","4 000 000 CFA","Touba, Sénégal","",""
"1707658194-119","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 140m² - Cambérène","https://sn.coinafrique.com/annonce/terrains/terrain-140m-camberene-3715769","5","28 000 000 CFA","Cambérène, Dakar, Sénégal","",""
"1707658207-120","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 200m² - Ouakam","https://sn.coinafrique.com/annonce/terrains/terrain-200m-ouakam-3715864","200","80 000 000 CFA","Ouakam, Dakar, Sénégal","",""
"1707658210-121","https://sn.coinafrique.com/categorie/terrains?page=49","Vente terrain 300 m² - Keur Youngar","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-keur-youngar-3715952","300 m2","4 500 000 CFA","Mbour, Sénégal","",""
"1707658214-122","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-3716053","150 m2","3 500 000 CFA","Niaga, Sénégal","",""
"1707658216-123","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 456 m2 - Dakar","https://sn.coinafrique.com/annonce/terrains/terrain-456-m2-dakar-3716317","456 m2","420 000 000 CFA","Medina, Dakar, Sénégal","",""
"1707658219-124","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 150 m2 - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-dakar-3716406","150","7 000 000 CFA","Dakar, Sénégal","",""
"1707658223-125","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 456m² - Dakar","https://sn.coinafrique.com/annonce/terrains/terrain-456m-dakar-3716490","456 m2","420 000 000 CFA","Medina, Dakar, Sénégal","",""
"1707658228-126","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 4000m² - Ngor","https://sn.coinafrique.com/annonce/terrains/terrain-4000m-ngor-3716564","4000","2 000 000 000 CFA","Ngor, Dakar, Sénégal","",""
"1707658231-127","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 150m² - Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-150m-thies-3716617","150 m2","3 000 000 CFA","Thies, Sénégal","",""
"1707658235-128","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 327m² - VDN","https://sn.coinafrique.com/annonce/terrains/terrain-327m-vdn-3717444","327","160 000 000 CFA","Dakar, Sénégal","",""
"1707658239-129","https://sn.coinafrique.com/categorie/terrains?page=49","Vente terrain - Zac Thiès Extension","https://sn.coinafrique.com/annonce/terrains/vente-terrain-zac-thies-extension-3681958","160","8 000 000 CFA","Thies, Sénégal","",""
"1707658241-130","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 150 m² - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-zac-mbao-3717623","150","19 300 000 CFA","Mbao, Dakar, Sénégal","",""
"1707658247-131","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 225 m² - Kirène","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-kirene-3717821","225 m2","2 500 000 CFA","Ndiass, Sénégal","",""
"1707658253-132","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 500m² - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-500m-saly-3717843","","18 000 000 CFA","Saly, Sénégal","",""
"1707658257-133","https://sn.coinafrique.com/categorie/terrains?page=49","Parcelle 713 m2 - Saly jambaar","https://sn.coinafrique.com/annonce/terrains/parcelle-713-m2-saly-jambaar-3676292","713","55 000 000 CFA","Saly, Sénégal","",""
"1707658260-134","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 200 m² - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-mamelles-3685319","200","105 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707658263-135","https://sn.coinafrique.com/categorie/terrains?page=49","Parcelles - Yéne Ndoukhourane","https://sn.coinafrique.com/annonce/terrains/parcelles-yene-ndoukhourane-3719050","150 m2","2 500 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707658266-136","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 180m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-180m-sindia-3719084","180 m2","1 500 000 CFA","Dakar, Sénégal","",""
"1707658269-137","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain - Guéréo","https://sn.coinafrique.com/annonce/terrains/terrain-guereo-3719087","3800 m2","180 000 000 CFA","Guéréo, Sénégal","",""
"1707658272-138","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 3 ha - Ndayane","https://sn.coinafrique.com/annonce/terrains/terrains-3-ha-ndayane-3719095","30000 m2","150 000 000 CFA","Ndiass, Sénégal","",""
"1707658275-139","https://sn.coinafrique.com/categorie/terrains?page=49","Vente terrains 328 m2 - Sicap Liberté","https://sn.coinafrique.com/annonce/terrains/vente-terrains-328-m2-sicap-liberte-3677611","328","150 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707658278-140","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 225 m² - Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-guediawaye-3719153","225","50 000 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707658281-141","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains TF 1511m²   - Mermoz-sacré coeur","https://sn.coinafrique.com/annonce/terrains/terrains-tf-1511m-mermoz-sacre-coeur-3680772","1511","1 400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707658283-142","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 150 m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-3719593","150","7 000 000 CFA","Rufisque, Sénégal","",""
"1707658287-143","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 150 m²  - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-keur-massar-3719827","150","1 500 000 CFA","Keur Massar, Sénégal","",""
"1707658290-144","https://sn.coinafrique.com/categorie/terrains?page=49","Vente terrains 150 m2 - Tivaouane Peulh","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-tivaouane-peulh-3719902","150","6 000 000 CFA","Keur Massar, Sénégal","",""
"1707658293-145","https://sn.coinafrique.com/categorie/terrains?page=49","Vente terrain 260 m2 - Cité Douane","https://sn.coinafrique.com/annonce/terrains/vente-terrain-260-m2-cite-douane-3719916","260 m2","75 000 000 CFA","Ouest Foire, Dakar, Sénégal","",""
"1707658297-146","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 150 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-almadies-3720285","150 m2","75 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707658300-147","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 212m ² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-212m-rufisque-3720550","212","20 000 000 CFA","Rufisque, Sénégal","",""
"1707658303-148","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 269 m² - Sicap Liberté 2","https://sn.coinafrique.com/annonce/terrains/terrain-269-m-sicap-liberte-2-3721302","269 m2","157 000 000 CFA","Mariste, Dakar, Sénégal","",""
"1707658306-149","https://sn.coinafrique.com/categorie/terrains?page=49","Vente villa à démolir - Sicap Liberté 2","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-sicap-liberte-2-3721364","269 m2","157 000 000 CFA","Dakar, Sénégal","",""
"1707658309-150","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 300 m2 - Mariste","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-mariste-3721662","300","160 000 000 CFA","Mariste, Dakar, Sénégal","",""
"1707658313-151","https://sn.coinafrique.com/categorie/terrains?page=49","Parcelles 150 m2 - Keur Massar","https://sn.coinafrique.com/annonce/terrains/parcelles-150-m2-keur-massar-3721771","150 m2","3 500 000 CFA","Dakar, Sénégal","",""
"1707658315-152","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 13 ha - Tivaoune Peulh Apix","https://sn.coinafrique.com/annonce/terrains/terrain-13-ha-tivaoune-peulh-apix-3721829","130000 m2","35 000 CFA","Dakar, Sénégal","",""
"1707658319-153","https://sn.coinafrique.com/categorie/terrains?page=49","vente terrains 200m²  - Almadies","https://sn.coinafrique.com/annonce/terrains/vente-terrains-200m-almadies-3721924","200","90 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707658322-154","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 200 m2 - Diamaguéne Cité Sotrac","https://sn.coinafrique.com/annonce/terrains/terrain-200-m2-diamaguene-cite-sotrac-3722162","225 m2","19 000 000 CFA","Pikine, Sénégal","",""
"1707658326-155","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 345 m² - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-345-m-saly-3722222","345 m2","15 000 000 CFA","Mbour, Sénégal","",""
"1707658329-156","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 180 m2 - Ouest Foire","https://sn.coinafrique.com/annonce/terrains/terrains-180-m2-ouest-foire-3722571","","63 000 000 CFA","Ouest Foire, Dakar, Sénégal","",""
"1707658333-157","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 200 m² - Foire","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-foire-3722900","200 m2","130 000 000 CFA","Sicap foire, Dakar, Sénégal","",""
"1707658337-158","https://sn.coinafrique.com/categorie/terrains?page=49","Vente terrains 227 m2  - Thies","https://sn.coinafrique.com/annonce/terrains/vente-terrains-227-m2-thies-3683697","227","7 500 000 CFA","Rufisque, Sénégal","",""
"1707658340-159","https://sn.coinafrique.com/categorie/terrains?page=49","Vente maison à démolir - Thiaroye","https://sn.coinafrique.com/annonce/terrains/vente-maison-a-demolir-thiaroye-3723097","300 m2","35 000 000 CFA","Dakar, Sénégal","",""
"1707658344-160","https://sn.coinafrique.com/categorie/terrains?page=49","Vente terrains 950 m² - Ndangane","https://sn.coinafrique.com/annonce/terrains/vente-terrains-950-m-ndangane-3723123","950","55 000 000 CFA","Fatick, Sénégal","",""
"1707658347-161","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 1775 m²  - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-1775-m-almadies-3723261","1775","1 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707658351-162","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 277 m² - Sicap Liberté 6","https://sn.coinafrique.com/annonce/terrains/terrain-277-m-sicap-liberte-6-3683961","277","125 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707658354-163","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain - Popoguine","https://sn.coinafrique.com/annonce/terrains/terrain-popoguine-3723546","300 m2","10 000 000 CFA","Thies, Sénégal","",""
"1707658359-164","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 150 m² - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-bambilor-3684167","150","3 500 000 CFA","Mariste, Dakar, Sénégal","",""
"1707658362-165","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 150 m² - Niakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-niakhirate-3684162","150","5 500 000 CFA","Mariste, Dakar, Sénégal","",""
"1707658366-166","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 150 m² - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-zac-mbao-3684186","150","11 000 000 CFA","Mariste, Dakar, Sénégal","",""
"1707658368-167","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 150 m² - Bargny cité Sococim","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-bargny-cite-sococim-3684174","150","5 500 000 CFA","Mariste, Dakar, Sénégal","",""
"1707658371-168","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 189 m² - Recasement Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-189-m-recasement-almadies-3684193","189","75 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707658385-169","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 150 m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-3684227","150","2 000 000 CFA","Grand Yoff, Dakar, Sénégal","",""
"1707658388-170","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 150 m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-3684262","150","2 000 000 CFA","Grand Yoff, Dakar, Sénégal","",""
"1707658391-171","https://sn.coinafrique.com/categorie/terrains?page=48","Terrains 150 m2 - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-3723860","150","11 000 000 CFA","Keur Massar, Sénégal","",""
"1707658394-172","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 269 m2  - Liberté 2","https://sn.coinafrique.com/annonce/terrains/terrain-269-m2-liberte-2-3723901","269 m2","156 000 000 CFA","Dakar, Sénégal","",""
"1707658397-173","https://sn.coinafrique.com/categorie/terrains?page=48","Vente terrain 300 m2 - Mboro","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m2-mboro-3724466","300","3 000 000 CFA","Mboro, Sénégal","",""
"1707658400-174","https://sn.coinafrique.com/categorie/terrains?page=48","Vente terrains 10000 m2 - Mboro","https://sn.coinafrique.com/annonce/terrains/vente-terrains-10000-m2-mboro-3724467","10000","250 000 CFA","Mboro, Sénégal","",""
"1707658402-175","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 150 m2 - Keur Massamba Gueye 2","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massamba-gueye-2-3724949","150 m2","3 000 000 CFA","Thies, Sénégal","",""
"1707658405-176","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain - Touba Bokhohatol Mourra","https://sn.coinafrique.com/annonce/terrains/terrain-touba-bokhohatol-mourra-3725122","90 m2","3 500 000 CFA","Touba, Sénégal","",""
"1707658408-177","https://sn.coinafrique.com/categorie/terrains?page=48","Terrains 150m²   - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mamelles-3689567","","90 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707658411-178","https://sn.coinafrique.com/categorie/terrains?page=48","Vente terrains 6000 m2 - Ngaparou","https://sn.coinafrique.com/annonce/terrains/vente-terrains-6000-m2-ngaparou-3725304","6000","45 000 CFA","Ngaparou, Sénégal","",""
"1707658413-179","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain - Almadie","https://sn.coinafrique.com/annonce/terrains/terrain-almadie-3725375","2000 m2","1 000 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707658417-180","https://sn.coinafrique.com/categorie/terrains?page=48","Terrains 300 m2","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-3725755","300 m2","1 250 000 CFA","Thies, Sénégal","",""
"1707658420-181","https://sn.coinafrique.com/categorie/terrains?page=48","Vente Terrain TF 150 m² - Sicap Keur Massar","https://sn.coinafrique.com/annonce/terrains/vente-terrain-tf-150-m-sicap-keur-massar-3686038","150","12 000 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707658423-182","https://sn.coinafrique.com/categorie/terrains?page=48","Vente Terrain 348 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrain-348-m-mbour-3686047","348","12 000 000 CFA","Mbour, Sénégal","",""
"1707658426-183","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 1000 m2 - Mermoz sotrac","https://sn.coinafrique.com/annonce/terrains/terrain-1000-m2-mermoz-sotrac-3726041","1000 m2","1 000 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707658429-184","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 400 m² - Dakar Plateau","https://sn.coinafrique.com/annonce/terrains/terrain-400-m-dakar-plateau-3686397","400","400 000 000 CFA","Dakar Plateau, Dakar, Sénégal","",""
"1707658432-185","https://sn.coinafrique.com/categorie/terrains?page=48","Terrains  - Yenne","https://sn.coinafrique.com/annonce/terrains/terrains-yenne-3726581","250 m2","5 000 000 CFA","Toubab Dialao, Sénégal","",""
"1707658436-186","https://sn.coinafrique.com/categorie/terrains?page=48","Terrains 300 m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-rufisque-3726592","300","7 000 000 CFA","Rufisque, Sénégal","",""
"1707658439-187","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 225 m2  - Montrolland","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-montrolland-3726620","225 m2","300 000 CFA","Thies, Sénégal","",""
"1707658443-188","https://sn.coinafrique.com/categorie/terrains?page=48","Terrains 200 m2 - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-ouest-foire-3726805","200","55 000 000 CFA","Ouest Foire, Dakar, Sénégal","",""
