,supercie,prix,Addresse,image_lien
698,250 m2,22000000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3876434_uploaded_image1_1663080642.jpg
699,400 m2,68000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3876434_uploaded_image1_1663080642.jpg
700,150 ,10000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3876434_uploaded_image1_1663080642.jpg
701,150 ,10000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3876434_uploaded_image1_1663080642.jpg
702,170 m2,68000000,HLM Dakar,https://images.coinafrique.com/thumb_3876434_uploaded_image1_1663080642.jpg
703,232 m2,105000000,Dakar Plateau Dakar,https://images.coinafrique.com/thumb_3876434_uploaded_image1_1663080642.jpg
704,3565 ,600000,Yoff Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
705,150 ,16000000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
706,300 ,3000000,Thies Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
707,300 m2,3500000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
708,150 ,12500000,Mbao Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
709,185 m2,6000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
710,6400 ,265000000,Saly Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
711,150 m2,4000000,Yenne Tode Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
712,150 ,6500000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
713,3000 m2,7000,Ndiass Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
714,150 m2,7000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
715,5000 ,300000000,Saly Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
716,2650 ,150000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
717,200 m2,2500000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
718,150 ,9000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
719,150 ,10000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
720,200 ,4000000,Ndiass Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
721,150 m2,5500000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
722,296 ,1000000,Dakar Plateau Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
723,300 ,4000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
724,4000 ,Prixsurdemande,Diamniadio Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
725,150 ,10000000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
726,150 ,10000000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
727,1000 ,Prixsurdemande,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
728,187 ,26000000,Mbao Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
729,226 ,45000000,Mbao Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
730,150 ,17000000,Mbao Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
731,300 m2,12000000,Thies Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
732,200 ,Prixsurdemande,Ndiass Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
733,345 m2,200000000,Medina Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
734,225 ,18000000,Mbao Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
735,150 m2,25000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
736,300 m2,5500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
737,5000 ,1200000,Almadies Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
738,1000 ,1100000000,Almadies Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
739,1000 ,1700000000,Almadies Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
740,1400 ,1500000,Almadies Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
741,2000 m2,290000000,Guediawaye Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
742,150 m2,Prixsurdemande,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
743,150 ,60000000,Ouest Foire Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
744,400 ,120000000,Saly Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
745,200 ,80000000,Ngor Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
746,300 m2,85000000,Guediawaye Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
747,150 m2,7500000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
748,300 ,6200000,Saly Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
749,200 ,85000000,Yoff Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
750,260 ,105000000,Yoff Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
751,300 ,6500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
752,225 ,2500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
753,500 ,5000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
754,200 ,1500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
755,325000000 m2,18000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
756,400 ,250000000,Sacré-Coeur Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
757,2000000 m2,25000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
758,200 ,100000000,Ouakam Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
759,200 ,110000000,Yoff Dakar,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
760,150 m2,3500000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
761,2000 m2,1500000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
762,600 ,8500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
763,300 ,6000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
764,200 m2,135000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
765,700 m2,770000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
766,300 ,2800000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
767,300 ,5000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
768,225 ,3500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
769,2000 ,170000000,Saly Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
770,300 m2,300000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
771,300 ,2500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
772,300 m2,150000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
773,156 m2,65000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
774,150 m2,80000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
775,180 m2,75000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
776,178 m2,75000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
777,181 m2,70000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3891601_uploaded_image1_1664036101.jpg
778,300 ,1400000,Louga Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
779,150 ,1500000,Thies Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
780,150 m2,19000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
781,150 m2,7000000,Sicap Liberté Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
782,2370 m2,150000000,Mbao Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
783,150 m2,15000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
784,150 m2,Prixsurdemande,Guediawaye Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
785,150 m2,3500000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
786,150 m2,9000000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
787,200 m2,9000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
788,150 ,15000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
789,1050 ,1050000000,Mermoz-Sacré Coeur Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
790,210 m2,50000000,Mbao Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
791,200 m2,80000000,Parcelle Assainies Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
792,10000 ,Prixsurdemande,Mbour Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
793,300 ,35000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
794,225 ,2000000,Thies Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
795,150 ,4500000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
796,300 ,30000000,Saly Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
797,150 m2,80000000,Parcelle Assainies Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
798,400 ,6000000,Tambacounda Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
799,36000 ,40000,Diamniadio Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
800,440 ,65000000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
801,300 m2,12000000,Thies Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
802,5000 ,70000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
803,5000 ,70000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
804,150 m2,5000000,Diamniadio Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
805,300 m2,4500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
806,150 m2,82000000,Almadies Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
807,300 m2,4000000,Thies Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
808,150 ,17000000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
809,150 m2,14000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
810,225 ,2500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
811,150 m2,12000000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
812,252 m2,30000000,Grand Dakar Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
813,225 ,25000000,Guediawaye Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
814,800 ,Prixsurdemande,Touba Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
815,962 ,150000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
816,400 ,160000000,Yoff Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
817,200 ,13000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
818,177 ,11000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
819,150 m2,350000,Thies Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
820,150 ,12500000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
821,300 m2,Prixsurdemande,Mbour Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
822,150 m2,Prixsurdemande,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
823,180 ,40000000,Thies Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
824,200 m2,4000000,Ndiass Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
825,200 m2,4000000,Ndiass Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
826,200 ,85000000,Almadies Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
827,610 ,550000000,Yoff Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
828,201 ,20000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
829,225 ,500000,Thies Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
830,600 ,20000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
831,166 m2,37000000,Guediawaye Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
832,300 ,15000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
833,200 m2,100000000,Ngor Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
834,968 m2,1452000000,Ngor Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
835,150 ,2000000,Lac rose Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
836,1050 ,1050000000,Mermoz-Sacré Coeur Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
837,733 ,659700000,Yoff Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
838,300 ,30000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
839,150 m2,6000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
840,2500000 ,25000,Diamniadio Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
841,150 m2,Prixsurdemande,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
842,200 ,160000000,Sicap foire Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
843,160 ,112000000,Sicap Liberté Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
844,200 ,100000000,Sicap foire Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
845,895 ,600000000,Almadies Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
846,150 ,Prixsurdemande,Guediawaye Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
847,150 ,16500000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
848,150 m2,16000000,Almadies 2 Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
849,150 m2,23000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
850,150 m2,9500000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
851,150 ,85000000,Mamelles Dakar,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
852,250 m2,1500000,Thies Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
853,400 ,11000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
854,155 m2,75000000,Dakar Sénégal,https://images.coinafrique.com/thumb_3908219_uploaded_image1_1665001837.jpg
855,300 ,37000000,Mbour Sénégal,https://images.coinafrique.com/thumb_3929573_uploaded_image1_1666310869.jpg
856,300 ,27500000,Mbour Sénégal,https://images.coinafrique.com/thumb_3929573_uploaded_image1_1666310869.jpg
857,11,35000000,Rufisque Sénégal,https://images.coinafrique.com/thumb_3929573_uploaded_image1_1666310869.jpg
858,311 ,12000000,Mariste Dakar,https://images.coinafrique.com/thumb_3929573_uploaded_image1_1666310869.jpg
859,150 ,15000000,Keur Massar Sénégal,https://images.coinafrique.com/thumb_3929573_uploaded_image1_1666310869.jpg
860,150 m2,5000000,Lac rose Sénégal,https://images.coinafrique.com/thumb_3929573_uploaded_image1_1666310869.jpg
