web-scraper-order,web-scraper-start-url,villas_links,villas_links-href,Nombres_de_pieces,nbrdeb,superficie,addresse
"1707522426-2943","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 7 pièces - Grand Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-grand-mbour-4270561","500","","","Mbour, Sénégal"
"1707522433-2944","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 4 pièces -  Malika","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-malika-4271291","5","2","300 m2","Dakar, Sénégal"
"1707522439-2945","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas 9 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/vente-villas-9-pieces-mamelles-4234972","9","7","250","Mamelles, Dakar, Sénégal"
"1707522473-2946","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 7 pièces - Mermoz - Sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-sacre-coeur-4237224","6","4","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522477-2947","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 8 pièces - Louga","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-louga-4272868","8","8","450","Louga, Sénégal"
"1707522482-2948","https://sn.coinafrique.com/categorie/villas?page=15","Vente maison 5 pièces - Thiès","https://sn.coinafrique.com/annonce/villas/vente-maison-5-pieces-thies-4272891","4","2","300 m2","Fann-Point E-Amitié, Dakar, Sénégal"
"1707522486-2949","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-dakar-4272954","150","","","Dakar, Sénégal"
"1707522490-2950","https://sn.coinafrique.com/categorie/villas?page=15","Location villas 5 pièces - Mermoz Sacré Coeur","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-mermoz-sacre-coeur-4236161","5","3","200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522494-2951","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 5 pièces - Mermoz Sacré Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-4236167","5","3","200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522499-2952","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 4 pièces - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mermoz-4237053","4","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522502-2953","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 4 pièces - Sonatel Malika","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sonatel-malika-4275436","5","2","300 m2","Dakar, Sénégal"
"1707522507-2954","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa duplex 10 pièces  -  Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-10-pieces-rufisque-4276454","150 m2","","","Dakar, Sénégal"
"1707522512-2955","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas 3 pièces - Thies","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-thies-4276662","3","3","150","Thies, Sénégal"
"1707522516-2956","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 4 pièces - Niacourab","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-niacourab-4276672","150 m2","","","Dakar, Sénégal"
"1707522520-2957","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas 3 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-saly-4276691","3","2","80","Saly, Sénégal"
"1707522524-2958","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa - Hann Bel-Air","https://sn.coinafrique.com/annonce/villas/vente-villa-hann-bel-air-4276783","","","","Hann Bel-Air, Dakar, Sénégal"
"1707522529-2959","https://sn.coinafrique.com/categorie/villas?page=15","Location villas 8 pièces - Sicap Liberté 6 extension","https://sn.coinafrique.com/annonce/villas/location-villas-8-pieces-sicap-liberte-6-extension-4278560","8","6","","Sicap Liberté, Dakar, Sénégal"
"1707522533-2960","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 7 pièces - Saly Center","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-saly-center-4279670","5","4","1300 m2","Saly, Sénégal"
"1707522538-2961","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-4279698","","","","Keur Massar, Sénégal"
"1707522545-2962","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa - Cité aliou sow","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-aliou-sow-4280615","4","4","150 m2","Saly, Sénégal"
"1707522550-2963","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villas-ngaparou-4280683","","","","Ngaparou, Sénégal"
"1707522554-2964","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 7 pièces - Toubab Dialao","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-toubab-dialao-4250026","7","6","4000","Toubab Dialao, Sénégal"
"1707522559-2965","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 5 pièces - Grand Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-grand-dakar-4250040","5","3","155","Grand Dakar, Dakar, Sénégal"
"1707522566-2966","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 8 pièces - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-somone-4281222","300 m2","","","Saly, Sénégal"
"1707522572-2967","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 8 piéces - Almadies 2","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-almadies-2-4244741","6","","","Almadies, Dakar, Sénégal"
"1707522578-2968","https://sn.coinafrique.com/categorie/villas?page=15","Location villa","https://sn.coinafrique.com/annonce/villas/location-villa-4282794","4","4","150 m2","Rufisque, Sénégal"
"1707522584-2969","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 7 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-ouest-foire-4283777","7","3","180","Ouest Foire, Dakar, Sénégal"
"1707522592-2970","https://sn.coinafrique.com/categorie/villas?page=15","Location villa R+1 7 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-r1-7-pieces-almadies-4250598","7","5","320","Almadies, Dakar, Sénégal"
"1707522598-2971","https://sn.coinafrique.com/categorie/villas?page=15","Location villa R+3 9 - Virage- yoff","https://sn.coinafrique.com/annonce/villas/location-villa-r3-9-virage-yoff-4250604","9","7","350","Yoff, Dakar, Sénégal"
"1707522603-2972","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 6 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-4247808","6","6","700","Ngor, Dakar, Sénégal"
"1707522608-2973","https://sn.coinafrique.com/categorie/villas?page=15","Terrain 150 m² -  Mbour","https://sn.coinafrique.com/annonce/villas/terrain-150-m-mbour-4285194","2","150 m2","","Mbour, Sénégal"
"1707522613-2974","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 7 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-4285209","6","6","900 m2","Almadies, Dakar, Sénégal"
"1707522617-2975","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 3 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-ngor-4285481","3","2","120","Ngor, Dakar, Sénégal"
"1707522622-2976","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 5 pièces - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-4249323","5","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522627-2977","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 3 pièces - Petit Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-petit-mbao-4286934","3","3","150 m2","Dakar, Sénégal"
"1707522631-2978","https://sn.coinafrique.com/categorie/villas?page=15","Location villa  - Saly","https://sn.coinafrique.com/annonce/villas/location-villa-saly-4287975","2","2","300","Saly, Sénégal"
"1707522638-2979","https://sn.coinafrique.com/categorie/villas?page=15","Location villa - Zac Mbao","https://sn.coinafrique.com/annonce/villas/location-villa-zac-mbao-4253759","7","5","","Mbao, Dakar, Sénégal"
"1707522641-2980","https://sn.coinafrique.com/categorie/villas?page=15","Location villas 12 pièces - Thies","https://sn.coinafrique.com/annonce/villas/location-villas-12-pieces-thies-4288727","12","300","","Thies, Sénégal"
"1707522646-2981","https://sn.coinafrique.com/categorie/villas?page=15","Location villas 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-saly-4288965","4","3","","Saly, Sénégal"
"1707522651-2982","https://sn.coinafrique.com/categorie/villas?page=15","Location villas 3 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-saly-4288974","3","2","","Saly, Sénégal"
"1707522656-2983","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa R+2 14 pièces - Rufisque 2","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-14-pieces-rufisque-2-4289032","15","9","","Rufisque, Sénégal"
"1707522660-2984","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 7 pièces  - Mermoz battrain","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-battrain-4289274","8","5","222 m2","Dakar, Sénégal"
"1707522665-2985","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 4 pièces - Lac Rose","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-lac-rose-4289639","4","2","150","Lac rose, Sénégal"
"1707522671-2986","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 4 pièces - Keur massar","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-keur-massar-4290628","3","2","160 m2","Keur Massar, Sénégal"
"1707522698-2987","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 8 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-point-e-4290843","7","9","1000","Point E, Dakar, Sénégal"
"1707522718-2988","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa - Thiés","https://sn.coinafrique.com/annonce/villas/vente-villa-thies-4291136","4","300 m2","","Thies, Sénégal"
"1707522723-2989","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 4 pièces - Saly Carrefour","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-carrefour-4291429","8","7","","Saly, Sénégal"
"1707522727-2990","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 4 pièces - Saly Carrefour","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-carrefour-4291433","","","","Saly, Sénégal"
"1707522731-2991","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 5 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mbao-4291544","5","4","300","Dakar, Sénégal"
"1707522735-2992","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas 12 pièces - Pikine","https://sn.coinafrique.com/annonce/villas/vente-villas-12-pieces-pikine-4266662","12","112","","Pikine, Sénégal"
"1707522739-2993","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa - 3 pièces - Cité Asecna Yeumbeul","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-cite-asecna-yeumbeul-4291781","","","","Dakar, Sénégal"
"1707522743-2994","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa R+1 - Cité Alioune sow","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-cite-alioune-sow-4292797","2","4","150 m2","Saly, Sénégal"
"1707522747-2995","https://sn.coinafrique.com/categorie/villas?page=15","Location villa duplex 5 piéces - Sacré coeur 3","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-sacre-coeur-3-4258921","","","","Sacré-Coeur, Dakar, Sénégal"
"1707522751-2996","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas 9 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villas-9-pieces-rufisque-4259256","9","5","150","Rufisque, Sénégal"
"1707522754-2997","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa R+1 7 pièces - Petit Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-7-pieces-petit-mbao-4261199","7","4","","Ngor, Dakar, Sénégal"
"1707522758-2998","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 6 pièces - Sacré-Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-coeur-4256628","6","5","","Sacré-Coeur, Dakar, Sénégal"
"1707522761-2999","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa - Thiès","https://sn.coinafrique.com/annonce/villas/vente-villa-thies-4294431","6","2","300 m2","Thies, Sénégal"
"1707522764-3000","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas R+1 4 pièces - Bambilor","https://sn.coinafrique.com/annonce/villas/vente-villas-r1-4-pieces-bambilor-4294713","1","2","150","Dakar, Sénégal"
"1707522768-3001","https://sn.coinafrique.com/categorie/villas?page=15","Location villas 3 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-ngor-4294871","3","2","","Ngor, Dakar, Sénégal"
"1707522773-3002","https://sn.coinafrique.com/categorie/villas?page=15","Location villa R+3 10 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-r3-10-pieces-almadies-4260593","10","7","480","Almadies, Dakar, Sénégal"
"1707522778-3003","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas 5 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-ouakam-4258519","5","4","356","Ouakam, Dakar, Sénégal"
"1707522784-3004","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas 14 pièces - Djily Mbaye","https://sn.coinafrique.com/annonce/villas/vente-villas-14-pieces-djily-mbaye-4261480","14","7","450","Djily MBaye, Dakar, Sénégal"
"1707522791-3005","https://sn.coinafrique.com/categorie/villas?page=15","Location villas 3 pièces - Sicap liberté","https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-sicap-liberte-4258769","","","","Sicap Liberté, Dakar, Sénégal"
"1707522799-3006","https://sn.coinafrique.com/categorie/villas?page=15","Location villa duplex 6 piéces - Nord Foire","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-nord-foire-4292671","","","","Sicap Liberté, Dakar, Sénégal"
"1707522803-3007","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 6 piéces - Cité Cheikh Amar","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-cheikh-amar-4292705","","","","Mamelles, Dakar, Sénégal"
"1707522809-3008","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 8 piéces - Nord Foire","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-nord-foire-4261894","","","","Yoff, Dakar, Sénégal"
"1707522813-3009","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 6 piéces - Cité Cheikh Amar","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-cheikh-amar-4288568","","","","Sicap Liberté, Dakar, Sénégal"
"1707522818-3010","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-saly-4296652","5","2","180","Saly, Sénégal"
"1707522823-3011","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas 5 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-ouakam-4260133","5","2","356","Ouakam, Dakar, Sénégal"
"1707522831-3012","https://sn.coinafrique.com/categorie/villas?page=15","Location villa 5 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-4259615","5","5","300","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522836-3013","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa R+1  - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-keur-massar-4296784","","","","Keur Massar, Sénégal"
"1707522860-3014","https://sn.coinafrique.com/categorie/villas?page=14","Vente maison - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-maison-zac-mbao-4296938","150 m2","","","Dakar, Sénégal"
