web-scraper-order,web-scraper-start-url,villas_links,villas_links-href,Nombres_de_pieces,nbrdeb,superficie,addresse
"1707512531-1535","https://sn.coinafrique.com/categorie/villas?page=32","Vente hôtel - Saly Portudal","https://sn.coinafrique.com/annonce/villas/vente-hotel-saly-portudal-3882147","17","17","7500 m2","Saly, Sénégal"
"1707512535-1536","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 5 pièces - Sipres","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-sipres-3838194","5","4","200","Sipres, Dakar, Sénégal"
"1707512541-1537","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 5 pièces - Sipres 2","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sipres-2-3854156","6","3","230 m2","Sipres, Dakar, Sénégal"
"1707512545-1538","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa à démolir avec titre foncier - Dakar Plateau","https://sn.coinafrique.com/annonce/villas/vente-villa-a-demolir-avec-titre-foncier-dakar-plateau-3841529","200","","","Mbao, Dakar, Sénégal"
"1707512548-1539","https://sn.coinafrique.com/categorie/villas?page=32","Vente villas 3 pièces - Diamniadio","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-diamniadio-3882795","3","2","1000","Diamniadio, Sénégal"
"1707512551-1540","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa R+1 - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-zac-mbao-3841664","","","","Mbao, Dakar, Sénégal"
"1707512555-1541","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 6 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-3841696","","","","Ngor, Dakar, Sénégal"
"1707512558-1542","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 8 pièces - Mamelles cité Mbackiyou Faye","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mamelles-cite-mbackiyou-faye-3841732","","","","Mamelles, Dakar, Sénégal"
"1707512560-1543","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 6 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mamelles-3841728","","","","Mamelles, Dakar, Sénégal"
"1707512564-1544","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 7 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-sicap-liberte-3883211","7","5","250","Sicap Liberté, Dakar, Sénégal"
"1707512567-1545","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 6 pièces - Mermoz-Sacré-Cœur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-cur-3842418","6","5","354","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512570-1546","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 5 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ngaparou-3883593","5","4","600","Ngaparou, Sénégal"
"1707512596-1547","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 5 pièces à Djily Mbaye","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-a-djily-mbaye-3842779","5","5","300","Djily MBaye, Dakar, Sénégal"
"1707512600-1548","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 4 pièces - Parcelles Assainies","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-parcelles-assainies-3847574","4","2","150","Parcelle Assainies, Dakar, Sénégal"
"1707512603-1549","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3844311","6","5","431","Almadies, Dakar, Sénégal"
"1707512605-1550","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3844782","6","5","212","Almadies, Dakar, Sénégal"
"1707512608-1551","https://sn.coinafrique.com/categorie/villas?page=32","Vente villas 5 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-ngaparou-3885816","5","1","300","Rufisque, Sénégal"
"1707512611-1552","https://sn.coinafrique.com/categorie/villas?page=32","Location villas 5 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-dakar-3885933","5","3","","Dakar, Sénégal"
"1707512614-1553","https://sn.coinafrique.com/categorie/villas?page=32","Location villas meublé 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villas-meuble-5-pieces-saly-3886088","5","2","350","Saly, Sénégal"
"1707512617-1554","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-3886212","2","2","150","Mbao, Dakar, Sénégal"
"1707512619-1555","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 5 pièces - Sipres Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sipres-mbao-3886631","","","","Dakar, Sénégal"
"1707512622-1556","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa à Tivaoune Peulh cité des enseignants Cocehas","https://sn.coinafrique.com/annonce/villas/vente-villa-a-tivaoune-peulh-cite-des-enseignants-cocehas-3887284","150","","","Rufisque, Sénégal"
"1707512625-1557","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3846641","6","5","290","Almadies, Dakar, Sénégal"
"1707512628-1558","https://sn.coinafrique.com/categorie/villas?page=32","Location villas 4 pièces - Louga","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-louga-3887716","4","3","300","Louga, Sénégal"
"1707512631-1559","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 7 pièces à Ngor Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-a-ngor-almadies-3844404","7","6","","Almadies, Dakar, Sénégal"
"1707512634-1560","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 7 pièces à Thiaroye Azur","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-a-thiaroye-azur-3888720","7","3","150 m2","Dakar, Sénégal"
"1707512637-1561","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 6 pièces - Mermoz-Sacré-Cœur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-cur-3848209","6","5","359","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512640-1562","https://sn.coinafrique.com/categorie/villas?page=32","Location villas 6 pièces - Sicap Foire","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-sicap-foire-3888992","6","200","","Sicap foire, Dakar, Sénégal"
"1707512645-1563","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 4 pièces - Kounoune","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-kounoune-3852113","5","3","150 m2","Keur Massar, Sénégal"
"1707512648-1564","https://sn.coinafrique.com/categorie/villas?page=32","Location villa meublé - Bambilor","https://sn.coinafrique.com/annonce/villas/location-villa-meuble-bambilor-3889344","3","2","150 m2","Dakar, Sénégal"
"1707512652-1565","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 11 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-almadies-3889807","","","","Almadies, Dakar, Sénégal"
"1707512655-1566","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 11 pièces - Virage","https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-virage-3889885","11","7","","Dakar Plateau, Dakar, Sénégal"
"1707512659-1567","https://sn.coinafrique.com/categorie/villas?page=32","Vente Villas 8 pièces - Somone","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-somone-3890530","9","3","590 m2","Mbour, Sénégal"
"1707512663-1568","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 300m² - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-300m-somone-3890562","5","1","300 m2","Mbour, Sénégal"
"1707512667-1569","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 5 pièces - Thiaroye","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-thiaroye-3890736","6","4","136 m2","Mbao, Dakar, Sénégal"
"1707512673-1570","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa R+2 - Almadies 2","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-almadies-2-3850318","8","4","150 m2","Rufisque, Sénégal"
"1707512691-1571","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa R+1  - Niakhirat cité Doudou Bass","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-niakhirat-cite-doudou-bass-3850305","6","3","","Rufisque, Sénégal"
"1707512693-1572","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa duplex 6 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-6-pieces-ngaparou-3850475","8","6","1500","Ngaparou, Sénégal"
"1707512696-1573","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 6 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-saly-3850725","5","","","Saly, Sénégal"
"1707512699-1574","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3850748","","","","Almadies, Dakar, Sénégal"
"1707512702-1575","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 5 pièces - Mermoz Sacré-Cœur","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-cur-3850744","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512704-1576","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa - Mermoz Sacré-Cœur","https://sn.coinafrique.com/annonce/villas/vente-villa-mermoz-sacre-cur-3850753","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512709-1577","https://sn.coinafrique.com/categorie/villas?page=32","Location villas 4 pièces  - Fann","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-fann-3850952","","","","Fann, Dakar, Sénégal"
"1707512711-1578","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3850953","","","","Almadies, Dakar, Sénégal"
"1707512714-1579","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 9 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-almadies-3850977","","","","Almadies, Dakar, Sénégal"
"1707512716-1580","https://sn.coinafrique.com/categorie/villas?page=32","Location villa duplex 4 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-ouakam-3850990","","","","Ouakam, Dakar, Sénégal"
"1707512719-1581","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3851027","6","5","219","Almadies, Dakar, Sénégal"
"1707512722-1582","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 8 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-almadies-3851017","","","","Almadies, Dakar, Sénégal"
"1707512725-1583","https://sn.coinafrique.com/categorie/villas?page=32","Vente villas 4 pièces - Thiès","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-thies-3892616","4","2","250","Thies, Sénégal"
"1707512728-1584","https://sn.coinafrique.com/categorie/villas?page=32","Vente maison - Saly","https://sn.coinafrique.com/annonce/villas/vente-maison-saly-3892741","4","4","400 m2","Guediawaye, Dakar, Sénégal"
"1707512731-1585","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa r+2 10 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-10-pieces-keur-massar-3892862","10","8","150","Keur Massar, Sénégal"
"1707512734-1586","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa - Grand Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-grand-mbour-3893585","6","3","175 m2","Mbour, Sénégal"
"1707512738-1587","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 5 pièces - Parcelles unité 17","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-parcelles-unite-17-3853376","5","3","200 m2","Parcelle Assainies, Dakar, Sénégal"
"1707512741-1588","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa - Hamo 3 Guediawaye","https://sn.coinafrique.com/annonce/villas/vente-villa-hamo-3-guediawaye-3853524","4","3","150 m2","Guediawaye, Dakar, Sénégal"
"1707512744-1589","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 5 pièces - Sipres","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sipres-3854126","5","4","230","Sipres, Dakar, Sénégal"
"1707512747-1590","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa R+2 11 pièces - Cité Mbackiyou faye","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-11-pieces-cite-mbackiyou-faye-3891069","12","7","200 m2","Mamelles, Dakar, Sénégal"
"1707512751-1591","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 4 pièces - Sénégal","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-senegal-3895210","6","3","150 m2","Niaga, Sénégal"
"1707512754-1592","https://sn.coinafrique.com/categorie/villas?page=32","Location villa duplex 4 pièces - Fann résidence","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-fann-residence-3851357","4","","","Fann, Dakar, Sénégal"
"1707512757-1593","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 8 pièces - Cité Magistrats","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-cite-magistrats-3895644","7","4","150 m2","Sicap foire, Dakar, Sénégal"
"1707512760-1594","https://sn.coinafrique.com/categorie/villas?page=32","Location villa 6 pièces - Cité Touba","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-touba-3892642","5","3","200 m2","Dakar, Sénégal"
"1707512765-1595","https://sn.coinafrique.com/categorie/villas?page=32","Vente villa 150 m² - HLM","https://sn.coinafrique.com/annonce/villas/vente-villa-150-m-hlm-3853279","150","","","HLM, Dakar, Sénégal"
"1707512793-1596","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa r+1 5 pièces 500 m² - Cité Djily Mbaye","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-5-pieces-500-m-cite-djily-mbaye-3853355","5","","","Yoff, Dakar, Sénégal"
"1707512796-1597","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 7 pièces - Parcelles  Assainies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-parcelles-assainies-3897434","7","6","200","Parcelle Assainies, Dakar, Sénégal"
"1707512799-1598","https://sn.coinafrique.com/categorie/villas?page=31","Location villa  6 pièces","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-3858066","5","3","250 m2","Mamelles, Dakar, Sénégal"
"1707512802-1599","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 5 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sicap-liberte-3858992","","","","Sicap Liberté, Dakar, Sénégal"
"1707512805-1600","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 6 pièces - Tivaoune Peulh","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-tivaoune-peulh-3859039","","","","Dakar Plateau, Dakar, Sénégal"
"1707512808-1601","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 5000 m² à Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-5000-m-a-almadies-3893657","5","5","5000 m2","Almadies, Dakar, Sénégal"
"1707512810-1602","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 7 pièces 312 m² - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-312-m-sicap-liberte-3859058","312","","","Sicap Liberté, Dakar, Sénégal"
"1707512813-1603","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 5 pièces 616 m² - Ngor","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-616-m-ngor-3854554","5","616","","Ngor, Dakar, Sénégal"
"1707512816-1604","https://sn.coinafrique.com/categorie/villas?page=31","Maison TF à Keur Massar","https://sn.coinafrique.com/annonce/villas/maison-tf-a-keur-massar-3898430","10","3","150 m2","Keur Massar, Sénégal"
"1707512818-1605","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 5 pièces - Sipres 2","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sipres-2-3898756","4","1","230 m2","Dakar, Sénégal"
"1707512822-1606","https://sn.coinafrique.com/categorie/villas?page=31","Vente Villas - Sacré coeur 3","https://sn.coinafrique.com/annonce/villas/vente-villas-sacre-coeur-3-3898761","1","1","290 m2","Dakar, Sénégal"
"1707512825-1607","https://sn.coinafrique.com/categorie/villas?page=31","Location villas 7 pièces - Mermoz - sacré-cœur","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-mermoz-sacre-cur-3859967","7","5","1200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512829-1608","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 06 pièces - Mermoz-sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-06-pieces-mermoz-sacre-coeur-3855729","6","5","500","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512832-1609","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 4 pièces - Sicap foire","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-sicap-foire-3860880","5","3","","Sicap foire, Dakar, Sénégal"
"1707512836-1610","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 4 pièces - Saly Niakhniakhal","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-niakhniakhal-3899615","4","4","500 m2","Saly, Sénégal"
"1707512839-1611","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 4 pièces à Saly Niakhniakha","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-a-saly-niakhniakha-3899624","4","4","400 m2","Saly, Sénégal"
"1707512843-1612","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3856741","5","5","500 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512845-1613","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 5 pièces - Mermoz-Sacré-Cœur","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-cur-3856985","5","5","450","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512849-1614","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 7 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-ouakam-3899819","7","3","150","Ouakam, Dakar, Sénégal"
"1707512851-1615","https://sn.coinafrique.com/categorie/villas?page=31","Location villas 7 pièces - Sacré-cœur","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-sacre-cur-3861253","7","4","500","Sacré-Coeur, Dakar, Sénégal"
"1707512855-1616","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 07 pièces - Mermoz-sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-07-pieces-mermoz-sacre-coeur-3858172","7","5","800","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512858-1617","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-rufisque-3900638","5","3","193 m2","Rufisque, Sénégal"
"1707512861-1618","https://sn.coinafrique.com/categorie/villas?page=31","Vente villas 4 pièces - Thiès","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-thies-3900792","4","2","188","Thies, Sénégal"
"1707512864-1619","https://sn.coinafrique.com/categorie/villas?page=31","Vente  villa - Cité Darou Salam","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-darou-salam-3901232","150 m2","","","Biscuiterie, Dakar, Sénégal"
"1707512867-1620","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa  -  Nord Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-nord-foire-3902015","5","4","300 m2","Sicap foire, Dakar, Sénégal"
"1707512870-1621","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 6 pièces - Sacré-Cœur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-cur-3863381","6","5","560","Sacré-Coeur, Dakar, Sénégal"
"1707512873-1622","https://sn.coinafrique.com/categorie/villas?page=31","Vente maison  - Tambacounda","https://sn.coinafrique.com/annonce/villas/vente-maison-tambacounda-3902324","3","3","200 m2","Tambacounda, Sénégal"
"1707512876-1623","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3863700","6","5","200","Almadies, Dakar, Sénégal"
"1707512879-1624","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-3902450","160 m2","","","Ouest Foire, Dakar, Sénégal"
"1707512885-1625","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa R+1 - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-almadies-3902968","1","155 m2","","Ouest Foire, Dakar, Sénégal"
"1707512889-1626","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa - Guédiawaye","https://sn.coinafrique.com/annonce/villas/vente-villa-guediawaye-3903010","5","1","150 m2","Guediawaye, Dakar, Sénégal"
"1707512892-1627","https://sn.coinafrique.com/categorie/villas?page=31","Terrain - Zac Mbao","https://sn.coinafrique.com/annonce/villas/terrain-zac-mbao-3903090","12","5","200 m2","Biscuiterie, Dakar, Sénégal"
"1707512895-1628","https://sn.coinafrique.com/categorie/villas?page=31","Location villas 3 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-ngor-3903175","3","200","","Ngor, Dakar, Sénégal"
"1707512899-1629","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa","https://sn.coinafrique.com/annonce/villas/vente-villa-3903424","5","1","150 m2","Guediawaye, Dakar, Sénégal"
"1707512903-1630","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 8 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-sacre-coeur-3903742","8","","","Sacré-Coeur, Dakar, Sénégal"
"1707512906-1631","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 8 pièces - HLM 1 Rayba","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-hlm-1-rayba-3904034","8","2","100","HLM, Dakar, Sénégal"
"1707512909-1632","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-3904093","3","3","500 m2","Saly, Sénégal"
"1707512913-1633","https://sn.coinafrique.com/categorie/villas?page=31","Terrain 150 m2 - Parcelles Assainies","https://sn.coinafrique.com/annonce/villas/terrain-150-m2-parcelles-assainies-3869433","150 m2","","","Parcelle Assainies, Dakar, Sénégal"
"1707512916-1634","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 7 pièces 364 m² - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-364-m-almadies-3865990","7","5","364","Almadies, Dakar, Sénégal"
"1707512920-1635","https://sn.coinafrique.com/categorie/villas?page=31","Location villas 7 pièces - Sacré-cœur","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-sacre-cur-3866359","7","5","600","Sacré-Coeur, Dakar, Sénégal"
"1707512923-1636","https://sn.coinafrique.com/categorie/villas?page=31","Location villa duplex  5 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-point-e-3904987","5","5","300","Point E, Dakar, Sénégal"
"1707512926-1637","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 5 pièces - Ngor almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ngor-almadies-3866868","7","5","350","Ngor, Dakar, Sénégal"
"1707512929-1638","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 05 pièces - Sipres","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-sipres-3863677","5","5","200","Sipres, Dakar, Sénégal"
"1707512933-1639","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-3907211","800","","","Saly, Sénégal"
"1707512936-1640","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-mbao-3907484","17","15","300 m2","Rufisque, Sénégal"
"1707512939-1641","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 5 pièces - Sénégal","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-senegal-3907596","9","3","180 m2","Dakar, Sénégal"
"1707512943-1642","https://sn.coinafrique.com/categorie/villas?page=31","Loction villa 9 pièces - Virage","https://sn.coinafrique.com/annonce/villas/loction-villa-9-pieces-virage-3869384","7","6","","Ngor, Dakar, Sénégal"
"1707512946-1643","https://sn.coinafrique.com/categorie/villas?page=31","Location villa 5 pièces - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-3866551","5","6","500 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707512949-1644","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 8 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-ngor-3908940","8","","","Ngor, Dakar, Sénégal"
"1707512954-1645","https://sn.coinafrique.com/categorie/villas?page=31","Location villa duplex 4 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-mamelles-3867046","4","","","Mamelles, Dakar, Sénégal"
"1707512957-1646","https://sn.coinafrique.com/categorie/villas?page=31","Vente villas 8 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-keur-massar-3909708","8","150","","Keur Massar, Sénégal"
"1707512962-1647","https://sn.coinafrique.com/categorie/villas?page=31","Vente maison - Kounoune","https://sn.coinafrique.com/annonce/villas/vente-maison-kounoune-3909756","5","3","150 m2","Dakar, Sénégal"
"1707512965-1648","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 4 pièces  - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-3909824","1","150","","Keur Massar, Sénégal"
"1707512970-1649","https://sn.coinafrique.com/categorie/villas?page=31","Location villa  -  Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-mamelles-3909836","6","5","170 m2","Ouakam, Dakar, Sénégal"
"1707512975-1650","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa - HLM Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-hlm-dakar-3909849","180 m2","","","HLM, Dakar, Sénégal"
"1707512978-1651","https://sn.coinafrique.com/categorie/villas?page=31","Vente villa 4 pièces  - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-3909857","1","150","","Keur Massar, Sénégal"
"1707512986-1652","https://sn.coinafrique.com/categorie/villas?page=31","Vente villas 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-almadies-3872020","6","5","300","Almadies, Dakar, Sénégal"
"1707512989-1653","https://sn.coinafrique.com/categorie/villas?page=31","Vente maison d'hôtes à Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-maison-dhotes-a-ngaparou-3910425","12","13","1200 m2","Ngaparou, Sénégal"
